hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Discount,market_segment,Cost,meal
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,F,0,"No Deposit",NULL,NULL,0,Transient,62,1,0,Check-Out,26/10/2018,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,38,2018,October,43,22,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,"No Deposit",240,NULL,0,Transient,80,0,0,Canceled,14/04/2019,0.1,Direct,12.99,BB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,107,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",240,NULL,0,Transient,76.43,0,3,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
"Resort Hotel",0,105,2018,October,43,19,2,5,2,0,0,HB,GBR,"Online TA",TA/TO,0,0,0,A,A,1,"No Deposit",147,NULL,0,Transient,63.14,0,1,Check-Out,26/10/2018,0.3,"Online TA",17.99,HB
